# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1839       4.067858476505e-11       1.171679798824e-12      -7.064921684348e-13       7.674179947996e-15       5.061154469086e-16       4.399666401311e-17      -1.027320831331e-17 
 1840       4.052638796976e-11       1.176676359779e-12      -7.011080316632e-13       7.664731503119e-15       5.049334180757e-16       4.471067192537e-17      -1.047079634592e-17 
 1841       4.037445417423e-11       1.181710352948e-12      -6.962354952425e-13       7.655269589376e-15       5.037546465428e-16       4.542577557155e-17      -1.066709109786e-17 
 1842       4.022281416217e-11       1.186778756622e-12      -6.918712904903e-13       7.645794916160e-15       5.025791230123e-16       4.614187976746e-17      -1.086197224487e-17 
 1843       4.007149884542e-11       1.191878535637e-12      -6.880121290064e-13       7.636308195861e-15       5.014068380886e-16       4.685888891442e-17      -1.105531895677e-17 
 1844       3.992053926413e-11       1.197006641352e-12      -6.846547026438e-13       7.626810143872e-15       5.002377822771e-16       4.757670699871e-17      -1.124700989680e-17 
 1845       3.976996658693e-11       1.202160011634e-12      -6.817956834794e-13       7.617301478592e-15       4.990719459848e-16       4.829523759095e-17      -1.143692322090e-17 
 1846       3.961981211111e-11       1.207335570839e-12      -6.794317237847e-13       7.607782921430e-15       4.979093195195e-16       4.901438384560e-17      -1.162493657708e-17 
 1847       3.947010726277e-11       1.212530229792e-12      -6.775594559968e-13       7.598255196811e-15       4.967498930899e-16       4.973404850036e-17      -1.181092710472e-17 
 1848       3.932088359699e-11       1.217740885771e-12      -6.761754926884e-13       7.588719032174e-15       4.955936568057e-16       5.045413387566e-17      -1.199477143386e-17 
 1849       3.917217279804e-11       1.222964422486e-12      -6.752764265396e-13       7.579175157985e-15       4.944406006768e-16       5.117454187402e-17      -1.217634568458e-17 
 1850       3.902400667949e-11       1.228197710063e-12      -6.748588303075e-13       7.569624307734e-15       4.932907146137e-16       5.189517397957e-17      -1.235552546629e-17 
 1851       3.887641718444e-11       1.233437605023e-12      -6.749192567980e-13       7.560067217939e-15       4.921439884272e-16       5.261593125743e-17      -1.253218587705e-17 
 1852       3.872943638565e-11       1.238680950266e-12      -6.754542388356e-13       7.550504628156e-15       4.910004118281e-16       5.333671435319e-17      -1.270620150290e-17 
 1853       3.858309648573e-11       1.243924575053e-12      -6.764602892350e-13       7.540937280976e-15       4.898599744270e-16       5.405742349233e-17      -1.287744641719e-17 
 1854       3.843742981729e-11       1.249165294985e-12      -6.779339007710e-13       7.531365922033e-15       4.887226657343e-16       5.477795847966e-17      -1.304579417988e-17 
 1855       3.829246884315e-11       1.254399911985e-12      -6.798715461500e-13       7.521791300007e-15       4.875884751602e-16       5.549821869877e-17      -1.321111783687e-17 
 1856       3.814824615646e-11       1.259625214282e-12      -6.822696779800e-13       7.512214166627e-15       4.864573920140e-16       5.621810311145e-17      -1.337328991935e-17 
 1857       3.800479448091e-11       1.264837976392e-12      -6.851247287421e-13       7.502635276679e-15       4.853294055042e-16       5.693751025715e-17      -1.353218244306e-17 
 1858       3.786214667089e-11       1.270034959096e-12      -6.884331107605e-13       7.493055388003e-15       4.842045047388e-16       5.765633825241e-17      -1.368766690769e-17 
 1859       3.772033571166e-11       1.275212909428e-12      -6.921912161739e-13       7.483475261502e-15       4.830826787242e-16       5.837448479029e-17      -1.383961429614e-17 
 1860       3.757939471950e-11       1.280368560649e-12      -6.963954169057e-13       7.473895661146e-15       4.819639163660e-16       5.909184713986e-17      -1.398789507385e-17 
 1861       3.743935694192e-11       1.285498632235e-12      -7.010420646349e-13       7.464317353974e-15       4.808482064680e-16       5.980832214554e-17      -1.413237918818e-17 
 1862       3.730025575779e-11       1.290599829857e-12      -7.061274907672e-13       7.454741110097e-15       4.797355377325e-16       6.052380622665e-17      -1.427293606763e-17 
 1863       3.716212467756e-11       1.295668845360e-12      -7.116480064051e-13       7.445167702708e-15       4.786258987603e-16       6.123819537677e-17      -1.440943462127e-17 
 1864       3.702499734337e-11       1.300702356747e-12      -7.175999023192e-13       7.435597908077e-15       4.775192780501e-16       6.195138516322e-17      -1.454174323797e-17 
 1865       3.688890752925e-11       1.305697028160e-12      -7.239794489184e-13       7.426032505561e-15       4.764156639983e-16       6.266327072649e-17      -1.466972978580e-17 
 1866       3.675388914133e-11       1.310649509863e-12      -7.307828962213e-13       7.416472277610e-15       4.753150448994e-16       6.337374677968e-17      -1.479326161130e-17 
 1867       3.661997621794e-11       1.315556438219e-12      -7.380064738264e-13       7.406918009762e-15       4.742174089454e-16       6.408270760792e-17      -1.491220553880e-17 
 1868       3.648720292982e-11       1.320414435679e-12      -7.456463908828e-13       7.397370490656e-15       4.731227442255e-16       6.479004706783e-17      -1.502642786977e-17 
 1869       3.635560358028e-11       1.325220110755e-12      -7.536988360615e-13       7.387830512032e-15       4.720310387265e-16       6.549565858699e-17      -1.513579438216e-17 
 1870       3.622520845150e-11       1.329970355977e-12      -7.621593076756e-13       7.378298818799e-15       4.709422811603e-16       6.619943792890e-17      -1.524020929676e-17 
 1871       3.609603130749e-11       1.334663244313e-12      -7.710205983704e-13       7.368775958804e-15       4.698564634569e-16       6.690129151294e-17      -1.533973251136e-17 
 1872       3.596808179365e-11       1.339297139723e-12      -7.802747946036e-13       7.359262431894e-15       4.687735782908e-16       6.760112815843e-17      -1.543446328277e-17 
 1873       3.584136958182e-11       1.343870399823e-12      -7.899139450111e-13       7.349758739751e-15       4.676936182543e-16       6.829885632450e-17      -1.552450134360e-17 
 1874       3.571590437030e-11       1.348381375874e-12      -7.999300603549e-13       7.340265385891e-15       4.666165758576e-16       6.899438410962e-17      -1.560994690299e-17 
 1875       3.559169588388e-11       1.352828412777e-12      -8.103151134710e-13       7.330782875670e-15       4.655424435284e-16       6.968761925116e-17      -1.569090064720e-17 
 1876       3.546875387387e-11       1.357209849061e-12      -8.210610392166e-13       7.321311716280e-15       4.644712136121e-16       7.037846912485e-17      -1.576746374033e-17 
 1877       3.534708811812e-11       1.361524016878e-12      -8.321597344186e-13       7.311852416759e-15       4.634028783712e-16       7.106684074441e-17      -1.583973782492e-17 
 1878       3.522670842106e-11       1.365769241993e-12      -8.436030578210e-13       7.302405487988e-15       4.623374299856e-16       7.175264076101e-17      -1.590782502266e-17 
 1879       3.510762461371e-11       1.369943843778e-12      -8.553828300324e-13       7.292971442694e-15       4.612748605520e-16       7.243577546284e-17      -1.597182793501e-17 
 1880       3.498984655373e-11       1.374046135200e-12      -8.674908334742e-13       7.283550795454e-15       4.602151620843e-16       7.311615077464e-17      -1.603184964388e-17 
 1881       3.487338412544e-11       1.378074422818e-12      -8.799188123284e-13       7.274144062696e-15       4.591583265131e-16       7.379367225723e-17      -1.608799371228e-17 
 1882       3.475824723985e-11       1.382027006769e-12      -8.926584724848e-13       7.264751762701e-15       4.581043456856e-16       7.446824510705e-17      -1.614036418499e-17 
 1883       3.464444583468e-11       1.385902180766e-12      -9.057014814894e-13       7.255374415606e-15       4.570532113656e-16       7.513977415567e-17      -1.618906558920e-17 
 1884       3.453198987438e-11       1.389698232083e-12      -9.190394684916e-13       7.246012543407e-15       4.560049152333e-16       7.580816386938e-17      -1.623420293516e-17 
 1885       3.442088935019e-11       1.393413441554e-12      -9.326640241925e-13       7.236666669958e-15       4.549594488849e-16       7.647331834865e-17      -1.627588171690e-17 
 1886       3.431115428014e-11       1.397046083559e-12      -9.465667007924e-13       7.227337320978e-15       4.539168038331e-16       7.713514132772e-17      -1.631420791280e-17 
 1887       3.420279470909e-11       1.400594426019e-12      -9.607390119382e-13       7.218025024050e-15       4.528769715063e-16       7.779353617413e-17      -1.634928798632e-17 
 1888       3.409582070876e-11       1.404056730387e-12      -9.751724326721e-13       7.208730308621e-15       4.518399432488e-16       7.844840588823e-17      -1.638122888662e-17 
 1889       3.399024237773e-11       1.407431251640e-12      -9.898583993782e-13       7.199453706013e-15       4.508057103205e-16       7.909965310273e-17      -1.641013804923e-17 
 1890       3.388606984154e-11       1.410716238270e-12      -1.004788309731e-12       7.190195749414e-15       4.497742638971e-16       7.974718008221e-17      -1.643612339670e-17 
 1891       3.378331325261e-11       1.413909932278e-12      -1.019953522644e-12       7.180956973890e-15       4.487455950694e-16       8.039088872271e-17      -1.645929333929e-17 
 1892       3.368198279037e-11       1.417010569162e-12      -1.035345358215e-12       7.171737916380e-15       4.477196948438e-16       8.103068055121e-17      -1.647975677557e-17 
 1893       3.358208866124e-11       1.420016377912e-12      -1.050955097675e-12       7.162539115703e-15       4.466965541416e-16       8.166645672519e-17      -1.649762309315e-17 
 1894       3.348364109866e-11       1.422925581001e-12      -1.066773983339e-12       7.153361112557e-15       4.456761637992e-16       8.229811803215e-17      -1.651300216927e-17 
 1895       3.338665036311e-11       1.425736394378e-12      -1.082793218548e-12       7.144204449525e-15       4.446585145679e-16       8.292556488915e-17      -1.652600437151e-17 
 1896       3.329112674216e-11       1.428447027458e-12      -1.099003967621e-12       7.135069671074e-15       4.436435971138e-16       8.354869734238e-17      -1.653674055842e-17 
 1897       3.319708055051e-11       1.431055683112e-12      -1.115397355803e-12       7.125957323557e-15       4.426314020172e-16       8.416741506661e-17      -1.654532208018e-17 
 1898       3.310452212996e-11       1.433560557665e-12      -1.131964469209e-12       7.116867955219e-15       4.416219197735e-16       8.478161736482e-17      -1.655186077929e-17 
 1899       3.301346184950e-11       1.435959840882e-12      -1.148696354775e-12       7.107802116195e-15       4.406151407918e-16       8.539120316768e-17      -1.655646899116e-17 
 1900       3.292391010530e-11       1.438251715962e-12      -1.165584020205e-12       7.098760358515e-15       4.396110553959e-16       8.599607103307e-17      -1.655925954485e-17 
 1901       3.283587732077e-11       1.440434359531e-12      -1.182618433919e-12       7.089743236104e-15       4.386096538232e-16       8.659611914567e-17      -1.656034576369e-17 
 1902       3.274937394655e-11       1.442505941630e-12      -1.199790524999e-12       7.080751304787e-15       4.376109262252e-16       8.719124531645e-17      -1.655984146590e-17 
 1903       3.266441046056e-11       1.444464625712e-12      -1.217091183140e-12       7.071785122290e-15       4.366148626674e-16       8.778134698221e-17      -1.655786096533e-17 
 1904       3.258099736804e-11       1.446308568630e-12      -1.234511258595e-12       7.062845248241e-15       4.356214531284e-16       8.836632120515e-17      -1.655451907204e-17 
 1905       3.249914520155e-11       1.448035920630e-12      -1.252041562124e-12       7.053932244174e-15       4.346306875009e-16       8.894606467236e-17      -1.654993109304e-17 
 1906       3.241886452101e-11       1.449644825344e-12      -1.269672864939e-12       7.045046673530e-15       4.336425555905e-16       8.952047369535e-17      -1.654421283284e-17 
 1907       3.234016591375e-11       1.451133419780e-12      -1.287395898659e-12       7.036189101661e-15       4.326570471163e-16       9.008944420964e-17      -1.653748059423e-17 
 1908       3.226305999451e-11       1.452499834314e-12      -1.305201355248e-12       7.027360095830e-15       4.316741517102e-16       9.065287177425e-17      -1.652985117883e-17 
 1909       3.218755363958e-11       1.453742549971e-12      -1.323080202263e-12       7.018560146569e-15       4.306938596229e-16       9.121065540343e-17      -1.652142132534e-17 
 1910       3.211363865769e-11       1.454861473272e-12      -1.341024631314e-12       7.009789431085e-15       4.297161638461e-16       9.176270909493e-17      -1.651220585023e-17 
 1911       3.204130303232e-11       1.455856869612e-12      -1.359027116767e-12       7.001048048046e-15       4.287410580057e-16       9.230895038916e-17      -1.650219903413e-17 
 1912       3.197053467965e-11       1.456729006720e-12      -1.377080101073e-12       6.992336096058e-15       4.277685356583e-16       9.284929654474e-17      -1.649139514117e-17 
 1913       3.190132144841e-11       1.457478154667e-12      -1.395175994723e-12       6.983653673667e-15       4.267985902905e-16       9.338366453814e-17      -1.647978841902e-17 
 1914       3.183365111979e-11       1.458104585863e-12      -1.413307176209e-12       6.975000879359e-15       4.258312153190e-16       9.391197106329e-17      -1.646737309885e-17 
 1915       3.176751140740e-11       1.458608575070e-12      -1.431465991979e-12       6.966377811560e-15       4.248664040904e-16       9.443413253133e-17      -1.645414339532e-17 
 1916       3.170288995711e-11       1.458990399396e-12      -1.449644756397e-12       6.957784568632e-15       4.239041498813e-16       9.495006507019e-17      -1.644009350654e-17 
 1917       3.163977434698e-11       1.459250338305e-12      -1.467835751701e-12       6.949221248878e-15       4.229444458979e-16       9.545968452431e-17      -1.642521761409e-17 
 1918       3.157815208718e-11       1.459388673619e-12      -1.486031227963e-12       6.940687950538e-15       4.219872852762e-16       9.596290645424e-17      -1.640950988297e-17 
 1919       3.151801061985e-11       1.459405689520e-12      -1.504223403043e-12       6.932184771789e-15       4.210326610815e-16       9.645964613638e-17      -1.639296446160e-17 
 1920       3.145933731906e-11       1.459301672554e-12      -1.522404462549e-12       6.923711810747e-15       4.200805663085e-16       9.694981856255e-17      -1.637557548177e-17 
 1921       3.140211949067e-11       1.459076911637e-12      -1.540566559798e-12       6.915269165464e-15       4.191309938814e-16       9.743333843973e-17      -1.635733705866e-17 
 1922       3.134634437225e-11       1.458731698056e-12      -1.558701815768e-12       6.906856933928e-15       4.181839366534e-16       9.791012018967e-17      -1.633824329082e-17 
 1923       3.129199913300e-11       1.458266325474e-12      -1.576802319063e-12       6.898475214066e-15       4.172393874067e-16       9.838007794856e-17      -1.631828826013e-17 
 1924       3.123907087362e-11       1.457681089931e-12      -1.594860125867e-12       6.890124103738e-15       4.162973388526e-16       9.884312556673e-17      -1.629746603177e-17 
 1925       3.118754662624e-11       1.456976289853e-12      -1.612867259901e-12       6.881803700740e-15       4.153577836312e-16       9.929917660824e-17      -1.627577065425e-17 
 1926       3.113741335432e-11       1.456152226050e-12      -1.630815712386e-12       6.873514102807e-15       4.144207143110e-16       9.974814435061e-17      -1.625319615935e-17 
 1927       3.108865795256e-11       1.455209201722e-12      -1.648697441998e-12       6.865255407605e-15       4.134861233896e-16       1.001899417844e-16      -1.622973656212e-17 
 1928       3.104126724676e-11       1.454147522462e-12      -1.666504374824e-12       6.857027712735e-15       4.125540032927e-16       1.006244816130e-16      -1.620538586084e-17 
 1929       3.099522799381e-11       1.452967496261e-12      -1.684228404324e-12       6.848831115736e-15       4.116243463746e-16       1.010516762522e-16      -1.618013803705e-17 
 1930       3.095052688150e-11       1.451669433511e-12      -1.701861391289e-12       6.840665714077e-15       4.106971449175e-16       1.014714378297e-16      -1.615398705546e-17 
 1931       3.090715052850e-11       1.450253647007e-12      -1.719395163795e-12       6.832531605163e-15       4.097723911323e-16       1.018836781851e-16      -1.612692686402e-17 
 1932       3.086508548421e-11       1.448720451951e-12      -1.736821517167e-12       6.824428886331e-15       4.088500771573e-16       1.022883088694e-16      -1.609895139381e-17 
 1933       3.082431822870e-11       1.447070165958e-12      -1.754132213933e-12       6.816357654852e-15       4.079301950593e-16       1.026852411446e-16      -1.607005455909e-17 
 1934       3.078483517260e-11       1.445303109057e-12      -1.771318983782e-12       6.808318007930e-15       4.070127368324e-16       1.030743859833e-16      -1.604023025724e-17 
 1935       3.074662265701e-11       1.443419603696e-12      -1.788373523525e-12       6.800310042699e-15       4.060976943987e-16       1.034556540688e-16      -1.600947236878e-17 
 1936       3.070966695337e-11       1.441419974745e-12      -1.805287497050e-12       6.792333856230e-15       4.051850596076e-16       1.038289557940e-16      -1.597777475731e-17 
 1937       3.067395426343e-11       1.439304549500e-12      -1.822052535284e-12       6.784389545520e-15       4.042748242364e-16       1.041942012618e-16      -1.594513126952e-17 
 1938       3.063947071910e-11       1.437073657685e-12      -1.838660236147e-12       6.776477207501e-15       4.033669799892e-16       1.045513002845e-16      -1.591153573516e-17 
 1939       3.060620238237e-11       1.434727631458e-12      -1.855102164511e-12       6.768596939034e-15       4.024615184976e-16       1.049001623830e-16      -1.587698196704e-17 
 1940       3.057413524523e-11       1.432266805413e-12      -1.871369852163e-12       6.760748836913e-15       4.015584313204e-16       1.052406967875e-16      -1.584146376097e-17 
 1941       3.054325522955e-11       1.429691516584e-12      -1.887454797754e-12       6.752932997861e-15       4.006577099433e-16       1.055728124359e-16      -1.580497489580e-17 
 1942       3.051354818698e-11       1.427002104449e-12      -1.903348466767e-12       6.745149518531e-15       3.997593457787e-16       1.058964179745e-16      -1.576750913333e-17 
 1943       3.048499989891e-11       1.424198910933e-12      -1.919042291467e-12       6.737398495506e-15       3.988633301660e-16       1.062114217572e-16      -1.572906021838e-17 
 1944       3.045759607628e-11       1.421282280411e-12      -1.934527670865e-12       6.729680025297e-15       3.979696543713e-16       1.065177318452e-16      -1.568962187868e-17 
 1945       3.043132235959e-11       1.418252559714e-12      -1.949795970673e-12       6.721994204348e-15       3.970783095870e-16       1.068152560066e-16      -1.564918782492e-17 
 1946       3.040616431872e-11       1.415110098130e-12      -1.964838523263e-12       6.714341129026e-15       3.961892869321e-16       1.071039017161e-16      -1.560775175070e-17 
 1947       3.038210745286e-11       1.411855247407e-12      -1.979646627625e-12       6.706720895631e-15       3.953025774518e-16       1.073835761549e-16      -1.556530733252e-17 
 1948       3.035913579823e-11       1.408488579500e-12      -1.994212487418e-12       6.699133539105e-15       3.944181727193e-16       1.076542257732e-16      -1.552185002232e-17 
 1949       3.033722773988e-11       1.405011541572e-12      -2.008532032917e-12       6.691578848672e-15       3.935360666455e-16       1.079159553042e-16      -1.547738243990e-17 
 1950       3.031636016821e-11       1.401425805917e-12      -2.022602120186e-12       6.684056550815e-15       3.926562536826e-16       1.081689096440e-16      -1.543190902098e-17 
 1951       3.029650986820e-11       1.397733052683e-12      -2.036419594896e-12       6.676566370430e-15       3.917787282235e-16       1.084132343699e-16      -1.538543422836e-17 
 1952       3.027765351924e-11       1.393934969875e-12      -2.049981292313e-12       6.669108030825e-15       3.909034846015e-16       1.086490757421e-16      -1.533796255194e-17 
 1953       3.025976769501e-11       1.390033253373e-12      -2.063284037284e-12       6.661681253719e-15       3.900305170908e-16       1.088765807037e-16      -1.528949850878e-17 
 1954       3.024282886334e-11       1.386029606938e-12      -2.076324644231e-12       6.654285759238e-15       3.891598199057e-16       1.090958968825e-16      -1.524004664313e-17 
 1955       3.022681338606e-11       1.381925742223e-12      -2.089099917131e-12       6.646921265912e-15       3.882913872010e-16       1.093071725912e-16      -1.518961152648e-17 
 1956       3.021169751888e-11       1.377723378785e-12      -2.101606649509e-12       6.639587490674e-15       3.874252130717e-16       1.095105568288e-16      -1.513819775755e-17 
 1957       3.019745741123e-11       1.373424244095e-12      -2.113841624423e-12       6.632284148860e-15       3.865612915528e-16       1.097061992811e-16      -1.508580996239e-17 
 1958       3.018406910612e-11       1.369030073546e-12      -2.125801614453e-12       6.625010954201e-15       3.856996166196e-16       1.098942503222e-16      -1.503245279441e-17 
 1959       3.017150854002e-11       1.364542610468e-12      -2.137483381689e-12       6.617767618826e-15       3.848401821871e-16       1.100748610147e-16      -1.497813093435e-17 
 1960       3.015975154269e-11       1.359963606135e-12      -2.148883677720e-12       6.610553853258e-15       3.839829821103e-16       1.102481831110e-16      -1.492284909042e-17 
 1961       3.014877383709e-11       1.355294819775e-12      -2.159999243618e-12       6.603369366410e-15       3.831280101839e-16       1.104143690544e-16      -1.486661199826e-17 
 1962       3.013855103917e-11       1.350538018583e-12      -2.170826809927e-12       6.596213865587e-15       3.822752601423e-16       1.105735719795e-16      -1.480942442101e-17 
 1963       3.012905865779e-11       1.345694977732e-12      -2.181363096656e-12       6.589087056477e-15       3.814247256593e-16       1.107259457135e-16      -1.475129114935e-17 
 1964       3.012027209456e-11       1.340767480380e-12      -2.191604813259e-12       6.581988643157e-15       3.805764003485e-16       1.108716447770e-16      -1.469221700153e-17 
 1965       3.011216664370e-11       1.335757317683e-12      -2.201548658628e-12       6.574918328083e-15       3.797302777626e-16       1.110108243850e-16      -1.463220682341e-17 
 1966       3.010471749187e-11       1.330666288803e-12      -2.211191321079e-12       6.567875812094e-15       3.788863513936e-16       1.111436404476e-16      -1.457126548849e-17 
 1967       3.009789971811e-11       1.325496200923e-12      -2.220529478338e-12       6.560860794404e-15       3.780446146727e-16       1.112702495709e-16      -1.450939789798e-17 
 1968       3.009168829360e-11       1.320248869253e-12      -2.229559797534e-12       6.553872972605e-15       3.772050609704e-16       1.113908090583e-16      -1.444660898080e-17 
 1969       3.008605808160e-11       1.314926117043e-12      -2.238278935182e-12       6.546912042662e-15       3.763676835960e-16       1.115054769111e-16      -1.438290369363e-17 
 1970       3.008098383727e-11       1.309529775592e-12      -2.246683537171e-12       6.539977698909e-15       3.755324757976e-16       1.116144118293e-16      -1.431828702096e-17 
 1971       3.007644020755e-11       1.304061684260e-12      -2.254770238756e-12       6.533069634053e-15       3.746994307623e-16       1.117177732129e-16      -1.425276397512e-17 
 1972       3.007240173098e-11       1.298523690477e-12      -2.262535664541e-12       6.526187539163e-15       3.738685416159e-16       1.118157211624e-16      -1.418633959633e-17 
 1973       3.006884283763e-11       1.292917649754e-12      -2.269976428468e-12       6.519331103674e-15       3.730398014226e-16       1.119084164799e-16      -1.411901895270e-17 
 1974       3.006573784889e-11       1.287245425693e-12      -2.277089133807e-12       6.512500015385e-15       3.722132031855e-16       1.119960206702e-16      -1.405080714032e-17 
 1975       3.006306097739e-11       1.281508890000e-12      -2.283870373142e-12       6.505693960453e-15       3.713887398457e-16       1.120786959413e-16      -1.398170928326e-17 
 1976       3.006078632680e-11       1.275709922492e-12      -2.290316728359e-12       6.498912623391e-15       3.705664042829e-16       1.121566052057e-16      -1.391173053364e-17 
 1977       3.005888789174e-11       1.269850411109e-12      -2.296424770633e-12       6.492155687070e-15       3.697461893149e-16       1.122299120810e-16      -1.384087607163e-17 
 1978       3.005733955761e-11       1.263932251924e-12      -2.302191060418e-12       6.485422832713e-15       3.689280876978e-16       1.122987808910e-16      -1.376915110551e-17 
 1979       3.005611510048e-11       1.257957349156e-12      -2.307612147432e-12       6.478713739893e-15       3.681120921255e-16       1.123633766666e-16      -1.369656087174e-17 
 1980       3.005518818692e-11       1.251927615175e-12      -2.312684570648e-12       6.472028086532e-15       3.672981952302e-16       1.124238651466e-16      -1.362311063492e-17 
 1981       3.005453237387e-11       1.245844970519e-12      -2.317404858277e-12       6.465365548897e-15       3.664863895815e-16       1.124804127788e-16      -1.354880568790e-17 
 1982       3.005412110851e-11       1.239711343899e-12      -2.321769527763e-12       6.458725801601e-15       3.656766676871e-16       1.125331867207e-16      -1.347365135179e-17 
 1983       3.005392772810e-11       1.233528672214e-12      -2.325775085763e-12       6.452108517596e-15       3.648690219923e-16       1.125823548405e-16      -1.339765297600e-17 
 1984       3.005392545986e-11       1.227298900557e-12      -2.329418028139e-12       6.445513368177e-15       3.640634448799e-16       1.126280857180e-16      -1.332081593826e-17 
 1985       3.005408742083e-11       1.221023982230e-12      -2.332694839947e-12       6.438940022972e-15       3.632599286701e-16       1.126705486457e-16      -1.324314564472e-17 
 1986       3.005438661772e-11       1.214705878749e-12      -2.335601995421e-12       6.432388149946e-15       3.624584656207e-16       1.127099136294e-16      -1.316464752990e-17 
 1987       3.005479722090e-11       1.208346549783e-12      -2.338136898987e-12       6.425857399214e-15       3.616590484395e-16       1.127462714547e-16      -1.308532433701e-17 
 1988       3.005529839694e-11       1.201947922849e-12      -2.340300715896e-12       6.419347354362e-15       3.608616718270e-16       1.127793932410e-16      -1.300516793673e-17 
 1989       3.005587050405e-11       1.195511923411e-12      -2.342095562418e-12       6.412857580766e-15       3.600663309451e-16       1.128089691183e-16      -1.292416744820e-17 
 1990       3.005649382037e-11       1.189040484948e-12      -2.343523566723e-12       6.406387641734e-15       3.592730209052e-16       1.128346879991e-16      -1.284231195331e-17 
 1991       3.005714854388e-11       1.182535548964e-12      -2.344586868905e-12       6.399937098505e-15       3.584817367677e-16       1.128562375774e-16      -1.275959049668e-17 
 1992       3.005781479233e-11       1.175999065001e-12      -2.345287620992e-12       6.393505510247e-15       3.576924735427e-16       1.128733043266e-16      -1.267599208557e-17 
 1993       3.005847260309e-11       1.169432990644e-12      -2.345627986964e-12       6.387092434054e-15       3.569052261891e-16       1.128855734983e-16      -1.259150568988e-17 
 1994       3.005910193310e-11       1.162839291534e-12      -2.345610142771e-12       6.380697424944e-15       3.561199896150e-16       1.128927291208e-16      -1.250612024205e-17 
 1995       3.005968265870e-11       1.156219941380e-12      -2.345236276347e-12       6.374320035855e-15       3.553367586777e-16       1.128944539975e-16      -1.241982463710e-17 
 1996       3.006019457562e-11       1.149576921966e-12      -2.344508587631e-12       6.367959817640e-15       3.545555281831e-16       1.128904297055e-16      -1.233260773248e-17 
 1997       3.006061739880e-11       1.142912223162e-12      -2.343429288575e-12       6.361616319070e-15       3.537762928862e-16       1.128803365937e-16      -1.224445834812e-17 
 1998       3.006093076232e-11       1.136227842935e-12      -2.342000603170e-12       6.355289086826e-15       3.529990474906e-16       1.128638537819e-16      -1.215536526634e-17 
 1999       3.006111421931e-11       1.129525787358e-12      -2.340224767456e-12       6.348977665500e-15       3.522237866487e-16       1.128406591586e-16      -1.206531723180e-17 
 2000       3.006114724182e-11       1.122808070622e-12      -2.338104029538e-12       6.342681597589e-15       3.514505049616e-16       1.128104293803e-16      -1.197430295148e-17 
 2001       3.006100922076e-11       1.116076715043e-12      -2.335640649609e-12       6.336400423494e-15       3.506791969786e-16       1.127728398690e-16      -1.188231109461e-17 
 2002       3.006067946575e-11       1.109333751077e-12      -2.332836899958e-12       6.330133681518e-15       3.499098571979e-16       1.127275648116e-16      -1.178933029266e-17 
 2003       3.006013720506e-11       1.102581217325e-12      -2.329695064992e-12       6.323880907860e-15       3.491424800657e-16       1.126742771577e-16      -1.169534913927e-17 
 2004       3.005936158548e-11       1.095821160546e-12      -2.326217441252e-12       6.317641636616e-15       3.483770599767e-16       1.126126486185e-16      -1.160035619018e-17 
 2005       3.005833167224e-11       1.089055635668e-12      -2.322406337424e-12       6.311415399776e-15       3.476135912737e-16       1.125423496652e-16      -1.150433996327e-17 
 2006       3.005702644890e-11       1.082286705794e-12      -2.318264074364e-12       6.305201727216e-15       3.468520682477e-16       1.124630495273e-16      -1.140728893842e-17 
 2007       3.005542481724e-11       1.075516442218e-12      -2.313792985107e-12       6.299000146704e-15       3.460924851378e-16       1.123744161912e-16      -1.130919155753e-17 
 2008       3.005350559718e-11       1.068746924431e-12      -2.308995414887e-12       6.292810183889e-15       3.453348361309e-16       1.122761163989e-16      -1.121003622444e-17 
 2009       3.005124752667e-11       1.061980240130e-12      -2.303873721153e-12       6.286631362301e-15       3.445791153620e-16       1.121678156460e-16      -1.110981130491e-17 
 2010       3.004862926156e-11       1.055218485235e-12      -2.298430273583e-12       6.280463203353e-15       3.438253169138e-16       1.120491781807e-16      -1.100850512656e-17 
 2011       3.004562937555e-11       1.048463763891e-12      -2.292667454106e-12       6.274305226330e-15       3.430734348167e-16       1.119198670018e-16      -1.090610597883e-17 
 2012       3.004222636006e-11       1.041718188483e-12      -2.286587656910e-12       6.268156948393e-15       3.423234630488e-16       1.117795438576e-16      -1.080260211295e-17 
 2013       3.003839862413e-11       1.034983879645e-12      -2.280193288466e-12       6.262017884571e-15       3.415753955359e-16       1.116278692443e-16      -1.069798174186e-17 
 2014       3.003412449431e-11       1.028262966270e-12      -2.273486767542e-12       6.255887547763e-15       3.408292261512e-16       1.114645024040e-16      -1.059223304020e-17 
 2015       3.002938221459e-11       1.021557585520e-12      -2.266470525216e-12       6.249765448732e-15       3.400849487152e-16       1.112891013240e-16      -1.048534414426e-17 
